# timestamp tx ty tz qx qy qz qw 
0 -0.046902939677238464 -0.028399279341101646 0.8586940765380859 0.0005777061940236613 -0.0010333155007631223 -0.00026422854612968084 0.9999992643486818
1 -0.0937434509396553 -0.05676063895225525 1.7162749767303467 0.0011551433998555753 -0.0020650712877081307 -0.0005268730561761641 0.9999970617602258
2 -0.1406428962945938 -0.0851576179265976 2.5749640464782715 0.0017338077407685047 -0.0030979387410844084 -0.0007886097117054783 0.9999933873686352
3 -0.18748579919338226 -0.11352019757032394 3.432647943496704 0.0023122710034521837 -0.004129372224595204 -0.0010487961107367898 0.9999882507882557
4 -0.2343817949295044 -0.1419149935245514 4.291335105895996 0.0028918864862941427 -0.005161782410924326 -0.0013080372708552715 0.9999816408481661
5 -0.2812195122241974 -0.1702743023633957 5.14898681640625 0.003471275437209038 -0.0061927239283854 -0.0015657196472164756 0.9999735741204224
6 -0.3281177878379822 -0.19867029786109924 6.007777214050293 0.0040519054335512025 -0.007224795122921809 -0.0018224926227550543 0.9999640308123234
7 -0.3749547004699707 -0.2270289957523346 6.865477085113525 0.004632266446370117 -0.008255328076716773 -0.0020776910995785893 0.999953036330012
8 -0.4218367040157318 -0.2554151117801666 7.72403621673584 0.005213674923281076 -0.009286652156879136 -0.0023318918975237727 0.999940567216717
9 -0.46873289346694946 -0.2838096022605896 8.5828857421875 0.005795747892548834 -0.010318089734638334 -0.0025849247338522946 0.9999266295557461
10 -0.5155473947525024 -0.31215471029281616 9.440275192260742 0.0063772910111390526 -0.011347527201961116 -0.0028362758049482275 0.9999112557248859
11 -0.5624309778213501 -0.3405416011810303 10.298959732055664 0.006960175174957599 -0.012378282352200573 -0.0030867510762104967 0.9998943974517193
12 -0.6093087196350098 -0.368925005197525 11.157569885253906 0.007543469954151848 -0.013408696818151305 -0.0033359476232312406 0.9998760795039278
13 -0.6562051773071289 -0.39739638566970825 12.015410423278809 0.008169824594174329 -0.014443347498098117 -0.0036477513320131083 0.9998556583774327
14 -0.7018787860870361 -0.4239118993282318 12.869649887084961 0.008097803869277689 -0.015385974430326656 -0.0029227025682933916 0.9998445655065697
15 -0.7498241066932678 -0.4540039002895355 13.731459617614746 0.009294960730470248 -0.016496045936003234 -0.004075478611579804 0.9998124197306127
16 -0.7992510795593262 -0.48407700657844543 14.600259780883789 0.010608000099998353 -0.017322625191900268 -0.004536934450211488 0.9997833831466364
17 -0.8546642065048218 -0.5155069828033447 15.479570388793945 0.01160736151366947 -0.018304719417348198 -0.006392542474654047 0.9997446382984271
18 -0.9072868227958679 -0.5464705228805542 16.369400024414062 0.011447402770245805 -0.0189741270783963 -0.006980484449249858 0.999730069722964
19 -0.96091628074646 -0.5783594846725464 17.26896095275879 0.010598724493407511 -0.019772763890616916 -0.006855338954739345 0.9997248167246096
20 -1.0115890502929688 -0.6092402935028076 18.173179626464844 0.009865170100756984 -0.02052728940814623 -0.006961646749392648 0.99971638192188
21 -1.066256046295166 -0.6387363076210022 19.084110260009766 0.009622824888285163 -0.021119681802636188 -0.006729307437374662 0.9997079957183188
22 -1.118651032447815 -0.6686218976974487 19.99721908569336 0.009943191601074071 -0.02199862301723328 -0.00685088993673428 0.9996850798292454
23 -1.171839952468872 -0.6990777850151062 20.913679122924805 0.010528642960687761 -0.022538486350055162 -0.006003551270375228 0.9996725072155374
24 -1.2242790460586548 -0.7287421226501465 21.84041976928711 0.009731546262676475 -0.02292540081053169 -0.005869481928942906 0.9996725824923377
25 -1.2808070182800293 -0.7604717016220093 22.774320602416992 0.007783623853500884 -0.02292982769623478 -0.006677689742811316 0.9996844735521438
26 -1.334841012954712 -0.7929673194885254 23.709529876708984 0.00594429340067432 -0.022512337176051563 -0.007031049946002163 0.9997041684355904
27 -1.385746955871582 -0.8209244012832642 24.651750564575195 0.004647418917494905 -0.021793431456759153 -0.006528910540872686 0.9997303742359207
28 -1.4366329908370972 -0.8456208109855652 25.596939086914062 0.004051790961900781 -0.0210709017710141 -0.006413248479747231 0.9997492037168594
29 -1.4870439767837524 -0.8702126741409302 26.544710159301758 0.005337871196767181 -0.020486567269869718 -0.006558926166011918 0.9997543639215248
30 -1.5380250215530396 -0.8971120715141296 27.49626922607422 0.00798829406799196 -0.020025634721613103 -0.007116854425843966 0.9997422225228667
31 -1.5865509510040283 -0.9254150986671448 28.454660415649414 0.009741847519868752 -0.01942135384387467 -0.006794186123034308 0.9997408396463037
32 -1.6333630084991455 -0.9555630087852478 29.422929763793945 0.00911238241956711 -0.019071714539776602 -0.005570598732693088 0.9997610727673448
33 -1.6809710264205933 -0.9838377237319946 30.39838981628418 0.0066479461912246395 -0.019169242878955932 -0.0046716049388349345 0.9997832370299983
34 -1.7288930416107178 -1.0117720365524292 31.377649307250977 0.004587533139129822 -0.019639088372450656 -0.0030097795700621574 0.9997920793717743
35 -1.7689759731292725 -1.0363630056381226 32.357139587402344 0.004697987479094124 -0.02019554104758522 0.0008254407373417591 0.9997846706581526
36 -1.8158340454101562 -1.0597889423370361 33.33631134033203 0.006632002629191098 -0.02101284255167772 0.0023086063360506157 0.9997545435384677
37 -1.870663046836853 -1.0880160331726074 34.32020950317383 0.008835404473569987 -0.021783571222858827 0.0018464039265958792 0.9997219625701472
